Time,RtoR
,590
,596
,590
,585
,595
,633
,675
,664
,695
,707
,694
,677
,675
,652
,1263
,621
,604
,622
,625
,644
,646
,685
,723
,717
,712
,725
,1421
,678
,677
,652
,638
,679
,560
,615
,613
,612
,607
,607
,1880
,1290
,649
,643
,635
,623
,666
,551
,590
,589
,585
,578
,584
,611
,627
,631
,642
,649
,642
,657
,664
,673
,652
,657
,649
,635
,618
,621
,611
,614
,605
,605
,613
,609
,625
,635
,631
,649
,646
,638
,637
,643
,334
,286
,4420
,641
,165
,470
,404
,333
,531
,415
,904
,313
,241
,521
,711
,515
,95
,641
,177
,277
,666
,228
,794
,410
,234
,486
,147
,181
,295
,236
,322
,1400
,727
,721
,349
,492
,208
,366
,495
,179
,288
,1011
,624
,604
,597
,596
,589
,584
,588
,594
,1346
,497
,79
,557
,643
,661
,675
,672
,362
,959
,647
,606
,616
,609
,625
,671
,674
,663
,641
,1239
,607
,600
,599
,598
,610
,611
,655
,695
,814
,805
,797
,801
,800
,799
,767
,757
,719
,715
,708
,694
,711
,715
,749
,773
,736
,756
,739
,722
,708
,704
,698
,701
,692
,693
,702
,709
,701
,693
,689
,674
,667
,653
,646
,646
,642
,647
,655
,663
,665
,658
,670
,666
,670
,657
,678
,683
,694
,1368
,690
,392
,281
,665
,673
,674
,699
,791
,653
,733
,731
,738
,715
,715
,706
,702
,676
,681
,676
,680
,685
,679
,691
,693
,700
,1367
,685
,692
,684
,676
,680
,670
,667
,642
,651
,651
,646
,646
,640
,644
,647
,1294
,658
,653
,513
,137
,651
,654
,655
,660
,561
,790
,705
,1435
,739
,734
,740
,708
,707
,690
,685
,666
,672
,669
,681
,688
,683
,691
,692
,1396
,706
,705
,717
,705
,710
,706
,702
,705
,697
,701
,693
,681
,685
,685
,691
,694
,688
,697
,696
,1384
,1312
,369
,295
,98
,546
,227
,483
,590
,632
,540
,1465
,718
,595
,615
,1249
,850
,1635
,777
,757
,1392
,674
,662
,654
,651
,637
,208
,425
,320
,302
,243
,287
,413
,636
,343
,230
,244
,441
,281
,68
,599
,558
,204
,139
,394
,204
,103
,339
,274
,222
,236
,906
,769
,550
,545
,846
,240
,1681
,591
,638
,678
,723
,1567
,786
,774
,763
,755
,745
,722
,721
,706
,692
,3406
,714
,731
,736
,753
,726
,715
,713
,718
,713
,692
,678
,661
,655
,652
,654
,653
,672
,702
,743
,758
,806
,741
,119
,113
,1110
,407
,35
,463
,378
,381
,553
,427
,208
,232
,170
,215
,602
,581
,329
,241
,693
,44
,455
,996
,1048
,467
,405
,159
,276
,353
,195
,259
,73
,583
,1209
,662
,1189
,224
,750
,981
,527
,253
,1974
,1765
,946
,327
,317
,437
,301
,63
,728
,109
,437
,1484
,96
,427
,889
,708
,357
,211
,101
,1249
,649
,665
,689
,445
,262
,715
,344
,392
,744
,739
,724
,717
,712
,765
,165
,493
,709
,3012
,517
,709
,714
,717
,713
,709
,1398
,1357
,666
,664
,656
,663
,661
,667
,676
,691
,687
,691
,699
,689
,687
,684
,679
,1332
,671
,680
,678
,733
,644
,700
,708
,275
,438
,711
,708
,693
,377
,230
,1426
,585
,215
,510
,695
,169
,340
,69
,630
,327
,295
,635
,644
,405
,252
,672
,715
,2764
,382
,368
,478
,147
,366
,124
,618
,250
,327
,661
,520
,115
,1282
,658
,664
,839
,574
,552
,652
,654
,663
,725
,1395
,758
,1512
,638
,293
,190
,444
,127
,332
,364
,353
,279
,1003
,52
,263
,315
,531
,138
,463
,689
,703
,709
,734
,749
,505
,3305
,803
,757
,706
,772
,799
,567
,219
,688
,874
,1505
,819
,262
,1216
,671
,721
,1146
,377
,627
,757
,607
,35
,672
,63
,634
,215
,459
,662
,663
,668
,670
,665
,659
,669
,672
,275
,243
,157
,499
,478
,1881
,2535
,673
,746
,645
,1261
,1568
,584
,289
,43
,507
,758
,1319
,690
,682
,668
,390
,293
,526
,384
,521
,529
,217
,424
,688
,548
,608
,601
,602
,550
,448
,196
,103
,1046
,425
,251
,608
,610
,462
,495
,325
,666
,678
,464
,235
,726
,732
,275
,451
,718
,724
,707
,1142
,240
,324
,354
,726
,419
,969
,1215
,1781
,987
,707
,708
,711
,707
,703
,684
,713
,691
,694
,675
,1367
,686
,679
,690
,1384
,410
,276
,686
,681
,669
,673
,671
,673
,675
,670
,674
,382
,292
,670
,661
,626
,726
,675
,264
,242
,184
,703
,691
,1373
,1026
,330
,431
,129
,857
,836
,1159
,722
,722
,1437
,449
,286
,633
,675
,680
,684
,573
,395
,138
,361
,219
,376
,699
,1426
,512
,206
,647
,93
,1176
,223
,234
,1149
,680
,675
,314
,348
,662
,46
,607
,766
,258
,256
,317
,138
,189
,643
,657
,655
,666
,731
,504
,782
,681
,242
,454
,706
,306
,411
,710
,642
,242
,336
,215
,814
,234
,361
,389
,529
,1882
,691
,682
,1358
,751
,581
,519
,780
,640
,497
,1608
,162
,185
,378
,791
,77
,737
,375
,586
,602
,621
,720
,737
,465
,450
,1398
,601
,1171
,578
,1139
,558
,354
,198
,548
,482
,1138
,649
,2028
,161
,541
,91
,753
,571
,761
,868
,834
,2083
,1251
,440
,807
,217
,504
,1556
,576
,99
,1040
,1103
,984
,670
,811
,299
,262
,864
,1136
,1080
,624
,389
,616
,112
,502
,2176
,36
,489
,747
,347
,284
,1005
,596
,94
,388
,798
,324
,592
,624
,636
,627
,631
,1396
,265
,197
,1180
,575
,573
,565
,2291
,398
,753
,161
,212
,288
,1246
,660
,325
,654
,178
,576
,241
,222
,4253
,746
,1679
,1084
,516
,278
,210
,1076
,43
,267
,689
,66
,543
,309
,94
,425
,259
,325
,677
,125
,376
,61
,999
,673
,823
,89
,219
,641
,767
,267
,805
,562
,1373
,53
,1152
,1033
,225
,202
,134
,232
,341
,540
,375
,276
,278
,152
,4382
,347
,333
,659
,135
,485
,869
,238
,739
,327
,342
,653
,1092
,436
,250
,195
,987
,245
,94
,225
,585
,330
,526
,168
,246
,146
,1371
,229
,234
,357
,287
,776
,970
,847
,494
,2535
,6256
,548
,994
,1868
,231
,440
,206
,1065
,748
,296
,525
,441
,472
,183
,1287
,1120
,1276
,823
,1002
,491
,153
,356
,168
,756
,245
,623
,313
,760
,163
,657
,249
,366
,682
,2353
,135
,1513
,231
,190
,223
,271
,289
,613
,226
,603
,2184
,1637
,425
,878
,357
,264
,976
,180
,196
,984
,704
,776
,1064
,560
,91
,264
,325
,138
,392
,147
,310
,387
,433
,334
,421
,65
,300
,315
,958
,427
,565
,765
,417
,2358
,181
,472
,215
,273
,307
,276
,372
,61
,365
,138
,347
,199
,689
,182
,986
,307
,361
,1864
,1152
,639
,456
,290
,335
,135
,625
,939
,397
,94
,861
,511
,358
,547
,612
,1001
,975
,482
,279
,179
,401
,220
,75
,237
,554
,365
,214
,1491
,829
,149
,173
,1242
,279
,640
,172
,239
,580
,47
,494
,252
,330
,241
,707
,334
,387
,336
,260
,1198
,2002
,686
,495
,138
,352
,90
,647
,167
,715
,4970
,2388
,979
,755
,1091
,212
,1307
,825
,308
,914
,417
,192
,12337
,7836
,993
,2981
,1407
,1884
,1129
,1070
,529
,511
,553
,858
,380
,482
,1355
,1811
,407
,481
,147
,1209
,1600
,1064
,1111
,203
,1452
,1638
,510
,1005
,521
,120
,335
,404
,253
,176
,215
,544
,296
,154
,374
,227
,55
,858
,280
,1118
,366
,637
,570
,722
,279
,229
,1517
,122
,289
,883
,2051
,111
,698
,377
,780
,735
,448
,1546
,659
,392
,83
,270
,2065
,587
,803
,268
,554
,1689
,1958
,624
,240
,725
,641
,87
,381
,252
,524
,3156
,169
,597
,2414
,1818
,1078
,1383
,891
,1635
,592
,307
,1278
,1130
,116
,2527
,538
,253
,356
,731
,670
,220
,401
,61
,444
,307
,702
,351
,374
,891
,259
,352
,206
,186
,870
,414
,338
,233
,1768
,611
,1708
,601
,1072
,41
,674
,510
,496
,185
,303
,273
,203
,630
,326
,755
,3815
,2171
,534
,267
,1617
,410
,289
,403
,355
,54
,353
,1682
,1045
,474
,1278
,170
,361
,547
,306
,494
,636
,899
,552
,1186
,301
,915
,412
,529
,1786
,37
,846
,1152
,724
,74
,342
,258
,620
,1036
,199
,1245
,152
,1576
,242
,59
,340
,387
,903
,1539
,157
,801
,273
,709
,736
,244
,185
,475
,674
,88
,1531
,2639
,198
,323
,249
,378
,351
,120
,1593
,2042
,121
,397
,460
,1725
,731
,1593
,191
,3251
,1590
,739
,77
,1648
,434
,807
,59
,404
,1167
,2110
,2237
,847
,586
,318
,1483
,189
,1189
,1475
,758
,7919
,195
,15234
,619
,545
,2639
,6939
,5453
,375
,5262
,445
,3334
,84
,245
,4318
,556
,5142
,735
,592
,1127
,291
,718
,339
,2658
,221
,761
,354
,267
,695
,3887
,2242
,7569
,482
,2941
,8150
,3456
,8468
,3986
,744
,878
,1052
,1563
,854
,1600
,223
,3467
,681
,2410
,77
,3764
,964
,541
,263
,5249
,2788
,498
,7193
,1663
,2023
,591
,3964
,1048
,162
,1228
,812
,2389
,1211
,4165
,3502
,270
,178
,10769
,1294
,677
,1731
,3280
,1772
,915
,166
,1233
,3621
,649
,115
,1162
,629
,540
,187
,1034
,1148
,821
,345
,628
,142
,731
,426
,1662
,1174
,468
,548
,119
,524
,1082
,400
,315
,388
,48
,735
,614
,15608
,19958
,955
,96
,2053
,9643
,570
,6528
,11919
,98
,8008
,4061
,13241
,13186
,10992
,384
,2647
,2313
,2709
,12718
,418
,643
,837
,11185
,4289
,262
,8163
,135
,1378
,9092
,7438
,255
,2432
,1611
,514
,3160
,625
,180
,1356
,252
,1376
,689
,643
,524
,828
,344
,547
,5564
,6717
,91
,265
,1203
,1055
,4390
,4242
,267
,4078
,1736
,1292
,3261
,345
,716
,499
,758
,1071
,3366
,9459
,4438
,6856
,4330
,5400
,3222
,5533
,2664
,1674
,143
,1118
,1517
,1756
,655
,11076
,210
,4037
,9900
,954
,1756
,706
,1144
,1325
,484
,235
,776
,5708
,4213
,1174
,802
,1699
,533
,505
,688
,587
,603
,74
,364
,155
,1003
,1365
,569
,469
,1277
,4647
,943
,856
,2458
,597
,2220
,1163
,221
,213
,928
,1570
,139
,1018
,982
,1123
,1111
,177
,8715
,1212
,672
,67
,389
,501
,448
,600
,404
,322
,187
,381
,342
,127
,458
,415
,500
,130
,299
,540
,170
,619
,492
,264
,474
,307
,235
,173
,555
,334
,61
,869
,412
,1436
,732
,96
,576
,1200
,436
,797
,885
,355
,322
,290
,568
,615
,337
,176
,741
,1012
,231
,586
,682
,626
,629
,650
,633
,385
,297
,586
,527
,210
,335
,1530
,522
,600
,635
,2313
,334
,1237
,496
,11018
,6613
,14609
,5574
,15794
,3003
,7281
,2930
,1243
,333
,178
,151
,409
,469
,297
,890
,745
,1735
,1865
,867
,692
,150
,31898
,340
,2184
,19171
,168
,9215
,8313
,4186
,7243
,1726
,9444
,756
,522
,600
,923
,3474
,5602
,232
,651
,1477
,605
,410
,184
,230
,408
,4373
,2066
,2419
,3151
,520
,294
,3490
,2001
,1287
,127
,3317
,438
,19885
,19063
,12651
,7770
,191
,2687
,751
,399
,236
,1095
,4596
,1222
,1582
,551
,1557
,4593
,769
,439
,9393
,92
,238
,481
,445
,1434
,162
,479
,1371
,179
,340
,458
,8596
,535
,436
,211
,267
,384
,533
,242
,1109
,888
,552
,4248
,2571
,3074
,10882
,873
,3799
,3216
,191
,1559
,71
,359
,2552
,900
,285
,252
,1532
,1707
,3021
,342
,3058
,171
,186
,338
,489
,564
,1976
,8141
,234
,2372
,1147
,1875
,671
,154
,1307
,1115
,181
,2956
,610
,371
,356
,86
,995
,420
,235
,1843
,374
,1591
,443
,4615
,913
,1721
,666
,4971
,13744
,9050
,175
,572
,1649
,4035
,210
,7966
,1533
,77
,803
,65
,4692
,1106
,884
,935
,121
,1720
,1766
,1206
,4344
,1509
,5018
,1880
,1509
,44
,5852
,12947
,6020
,3906
,4104
,1072
,3014
,104
,3775
,571
,1213
,1546
,25887
,9445
,8389
,5254
,6279
,27751
,5208
,4560
,540
,1371
,2142
,483
,462
,3508
,647
,1778
,707
,111
,1131
,9365
,709
,3989
,319
,760
,2560
,282
,8641
,1470
,290
,2266
,1125
,1572
,54
,211
,867
,5554
,1572
,1245
,2623
,505
,4507
,702
,1955
,1249
,1171
,737
,345
,381
,751
,299
,351
,330
,321
,126
,170
,959
,71
,652
,1407
,838
,110
,567
,894
,421
,72
,1170
,322
,107
,197
,650
,98
,320
,354
,66
,2117
,263
,191
,348
,48
,575
,265
,194
,562
,566
,305
,218
,471
,257
,176
,1069
,578
,80
,438
,428
,479
,754
,360
,1159
,1011
,2079
,3400
,761
,3666
,1169
,2534
,1974
,11029
,1210
,5708
,10611
,1273
,11599
,682
,9996
,4579
,5173
,245
,3454
,3157
,3583
,13095
,398
,690
,2615
,1032
,2088
,6826
,13056
,11026
,5829
,5995
,10398
,826
,12552
,337
,169
,1280
,672
,8592
,369
,485
,168
,1991
,1194
,38
,2822
,4144
,327
,4952
,1411
,5108
,4555
,453
,3523
,8300
,10623
,5014
,502
,3195
,4084
,1530
,4869
,164
,1164
,561
,5842
,547
,2301
,1878
,292
,4812
,2963
,9714
,250
,668
,855
,11513
,6013
,1560
,99
,254
,910
,503
,294
,1326
,602
,1315
,564
,1025
,1122
,1996
,501
,1875
,668
,742
,712
,468
,177
,310
,384
,733
,1330
,538
,789
,10986
,223
,133
,5333
,626
,333
,837
,197
,776
,10428
,10817
,334
,42
,279
,341
,375
,2556
,1907
,5655
,666
,751
,291
,606
,12189
,593
,349
,4754
,205
,1691
,2482
,225
,3488
,574
,2318
,3822
,21810
,7079
,388
,166
,482
,373
,203
,2294
,5018
,742
,517
,1896
,1333
,275
,27
,438
,278
,410
,242
,6481
,3143
,651
,2812
,8444
,1236
,601
,605
,602
,1199
,605
,609
,617
,1240
,1880
,4641
,5830
,2575
,740
,624
,1650
,2869
,352
,763
,636
,647
,642
,638
,640
,1882
,619
,611
,686
,446
,194
,551
,636
,620
,984
,162
,968
,120
,387
,55
,192
,274
,310
,948
,676
,475
,353
,1767
,1273
,456
,309
,232
,175
,913
,580
,1024
,280
,439
,443
,496
,252
,244
,124
,2898
,77
,445
,297
,442
,126
,194
,1048
,649
,68
,700
,1136
,184
,712
,775
,250
,1948
,1165
,644
,776
,607
,715
,733
,583
,1344
,230
,644
,529
,360
,318
,411
,459
,68
,5417
,2818
,253
,8139
,169
,224
,1118
,749
,72
,335
,735
,593
,14259
,87
,2200
,422
,3306
,417
,255
,3151
,1037
,185
,776
,3751
,316
,239
,822
,89
,738
,807
,679
,3577
,3188
,388
,123
,1539
,240
,1061
,2313
,3163
,5359
,711
,2415
,2662
,1027
,136
,1879
,379
,469
,502
,738
,1173
,998
,354
,3356
,588
,216
,909
,1687
,1162
,362
,2098
,156
,314
,1465
,733
,2555
,4510
,86
,761
,5083
,263
,4084
,400
,286
,695
,699
,788
,576
,690
,121
,715
,454
,1246
,610
,1201
,607
,199
,434
,672
,702
,4164
,732
,571
,797
,302
,101
,1160
,106
,886
,584
,731
,162
,275
,84
,736
,360
,390
,316
,4450
,677
,684
,687
,733
,613
,655
,646
,419
,1255
,1983
,206
,3275
,1270
,1354
,227
,529
,139
,5996
,2467
,688
,670
,378
,2405
,657
,681
,1418
,3265
,563
,885
,1611
,3189
,2336
,2460
,2237
,1550
,1097
,1216
,281
,298
,223
,912
,2912
,175
,166
,193
,487
,344
,12126
,2823
,5250
,676
,680
,683
,675
,680
,676
,733
,349
,260
,2098
,1954
,5769
,1370
,307
,255
,3244
,652
,707
,191
,1709
,644
,5389
,604
,662
,661
,650
,1316
,661
,673
,652
,664
,672
,413
,248
,661
,665
,657
,619
,189
,189
,231
,948
,1106
,156
,2397
,1303
,1026
,263
,644
,1175
,484
,252
,160
,1106
,144
,325
,608
,771
,63
,547
,610
,624
,628
,629
,643
,636
,640
,636
,638
,305
,333
,632
,1260
,236
,246
,870
,644
,726
,1172
,684
,847
,145
,2411
,2017
,8197
,3481
,681
,1400
,691
,2048
,436
,2344
,2993
,749
,2194
,1310
,305
,2569
,268
,80
,274
,664
,758
,3399
,8956
,246
,662
,719
,1150
,264
,760
,641
,687
,708
,721
,841
,4195
,719
,701
,717
,717
,722
,704
,697
,709
,1389
,700
,703
,693
,702
,711
,724
,706
,720
,722
,716
,1398
,698
,695
,689
,696
,719
,714
,721
,738
,729
,722
,718
,704
,778
,577
,678
,689
,675
,697
,707
,711
,705
,714
,715
,705
,707
,709
,692
,692
,1375
,680
,1342
,693
,674
,692
,687
,684
,686
,689
,700
,694
,698
,704
,715
,720
,711
,711
,705
,710
,356
,402
,1319
,688
,2773
,690
,681
,592
,87
,1341
,668
,662
,656
,6751
,760
,731
,731
,729
,712
,705
,700
,1431
,727
,731
,729
,710
,726
,711
,700
,699
,698
,699
,695
,764
,2079
,1407
,3437
,754
,640
,687
,2798
,709
,692
,687
,690
,692
,775
,615
,693
,695
,753
,637
,321
,395
,717
,712
,703
,726
,725
,707
,713
,709
,1397
,684
,1052
,315
,2090
,685
,2034
,2008
,2741
,691
,707
,691
,702
,694
,692
,680
,1393
,711
,699
,715
,717
,715
,708
,703
,706
,687
,702
,697
,2077
,1390
,695
,705
,699
,691
,698
,697
,687
,687
,692
,1369
,695
,2099
,714
,708
,698
,709
,697
,704
,692
,700
,699
,800
,397
,408
,462
,1023
,374
,456
,520
,575
,380
,391
,769
,709
,795
,1620
,405
,130
,644
,117
,510
,554
,1321
,108
,451
,959
,635
,651
,1350
,733
,755
,1297
,540
,445
,2911
,629
,668
,680
,546
,122
,639
,679
,1560
,257
,578
,218
,502
,270
,422
,2473
,388
,597
,135
,1350
,132
,195
,278
,533
,426
,479
,100
,375
,296
,218
,253
,410
,184
,274
,968
,210
,440
,86
,823
,258
,144
,633
,641
,647
,637
,630
,615
,597
,355
,285
,1051
,635
,462
,149
,463
,1610
,1397
,720
,698
,698
,671
,281
,366
,617
,597
,582
,575
,593
,481
,1003
,475
,3148
,769
,750
,725
,689
,687
,679
,672
,655
,1276
,73
,609
,686
,422
,305
,700
,677
,669
,644
,633
,814
,199
,374
,511
,682
,1550
,682
,2335
,373
,382
,723
,691
,672
,648
,643
,626
,212
,427
,502
,814
,731
,340
,386
,709
,695
,517
,186
,700
,373
,479
,538
,698
,693
,345
,361
,682
,665
,661
,1997
,2303
,2433
,3265
,533
,4524
,4101
,671
,1277
,619
,267
,358
,615
,624
,627
,624
,631
,482
,146
,146
,477
,594
,296
,704
,996
,663
,305
,1925
,37
,1670
,1699
,1195
,2561
,643
,661
,6652
,414
,328
,436
,309
,743
,720
,699
,696
,682
,675
,656
,447
,210
,1342
,1181
,7558
,375
,3013
,160
,1149
,111
,1891
,1024
,677
,2686
,651
,642
,668
,647
,730
,609
,654
,139
,3792
,1489
,3075
,2195
,2120
,10914
,242
,5567
,610
,677
,664
,639
,1251
,638
,648
,743
,578
,106
,1069
,1295
,2957
,2536
,3216
,216
,432
,449
,213
,324
,1128
,2123
,2651
,648
,636
,697
,1819
,400
,219
,336
,686
,684
,182
,588
,704
,198
,363
,1143
,2905
,1263
,651
,2739
,704
,1703
,3030
,682
,666
,657
,640
,625
,1803
,597
,803
,185
,261
,410
,264
,552
,562
,348
,720
,736
,695
,694
,3343
,5248
,530
,5626
,1027
,2548
,649
,660
,641
,1924
,647
,671
,2042
,676
,1883
,1058
,368
,2184
,295
,730
,441
,1373
,6452
,866
,1159
,4461
,3497
,829
,2850
,1354
,4642
,741
,746
,753
,733
,6271
,587
,693
,717
,711
,695
,684
,677
,677
,662
,647
,159
,491
,655
,668
,652
,654
,1223
,148
,707
,2064
,310
,1020
,740
,476
,321
,104
,636
,292
,541
,2336
,2384
,225
,2921
,354
,887
,3118
,650
,692
,2181
,2939
,3985
,806
,1167
,1229
,298
,323
,928
,440
,689
,723
,919
,496
,705
,711
,725
,140
,524
,673
,672
,397
,287
,382
,281
,2732
,120
,513
,439
,2240
,7123
,1282
,2746
,672
,659
,643
,663
,1336
,234
,218
,144
,654
,587
,1481
,81
,520
,669
,649
,636
,648
,646
,682
,694
,186
,495
,689
,694
,679
,723
,666
,1951
,614
,479
,143
,1333
,1840
,226
,1111
,968
,1743
,1154
,845
,309
,601
,622
,362
,123
,1025
,1174
,201
,1554
,595
,681
,487
,581
,597
,630
,2069
,782
,625
,261
,432
,682
,666
,651
,1834
,598
,606
,623
,2540
,282
,739
,599
,222
,1278
,676
,657
,638
,638
,1158
,720
,351
,291
,153
,562
,13070
,823
,6859
,654
,656
,655
,644
,648
,656
,651
,649
,663
,3286
,660
,694
,714
,726
,736
,752
,731
,747
,1423
,692
,926
,1758
,346
,84
,398
,93
,351
,618
,457
,212
,569
,305
,317
,1821
,312
,304
,606
,822
,11911
,5283
,1077
,1667
,1671
,3746
,694
,2170
,715
,221
,475
,702
,1335
,641
,915
,164
,480
,405
,37
,484
,685
,581
,644
,649
,1278
,640
,642
,645
,2001
,676
,146
,2924
,846
,5796
,2686
,839
,1928
,1807
,3296
,720
,727
,719
,711
,697
,675
,679
,2136
,720
,590
,669
,687
,688
,703
,702
,682
,339
,322
,358
,289
,2477
,531
,1830
,795
,708
,218
,887
,58
,1243
,897
,129
,391
,371
,1234
,1346
,556
,1807
,45
,640
,640
,675
,676
,194
,855
,328
,209
,432
,63
,572
,294
,365
,401
,852
,305
,262
,474
,392
,495
,97
,296
,243
,452
,368
,110
,303
,265
,363
,714
,133
,358
,459
,329
,465
,6320
,375
,416
,83
,239
,174
,1622
,1351
,81
,1233
,335
,1357
,58
,361
,2277
,381
,7167
,589
,650
,641
,639
,632
,323
,3234
,746
,740
,720
,857
,231
,960
,695
,414
,215
,709
,687
,364
,325
,438
,258
,691
,641
,1380
,3442
,3971
,124
,2863
,8578
,3639
,841
,173
,338
,737
,604
,695
,715
,342
,402
,561
,3057
,1995
,644
,1102
,1300
,299
,536
,238
,135
,206
,281
,5510
,457
,5463
,649
,1165
,3931
,7875
,724
,400
